text,useful
This is my first experience with Physical therapy and I must say it is the best. I was told that it would hurt and such but it has helped me tremendously. If I was to recommend anyone to PTL this would be the place. They actually care for you and your comfort but yet they striped to help me get my hand moving. I even came in sick and they gave me great advise on how I should handle it. Thanks Guys,1.0
I've known Dr. Foster for a very long time. He's always been the most attentive and detail-oriented person I know. I wouldn't go to anyone else for my orthodontic needs.,1.0
"Step back in time and lose yourself in electromechanical heaven for two hours!! Or three or four!!! Wow, this place opened in December and is pinball heaven on earth!! I play a lot of pinball, but these machines are rare treats in an LED world. Buzzers, bingos, bumpers, drop targets, flags and double bonus points are music to the ears, but the vinyl 45 jukebox kicking out everything from mod rock to classic county made for an unforgettable soundtrack!!

Street parking. Cool t-shirts. Good sodas. Token play. Friendly people. Neat murals. Cool cool cool......",1.0
My doctor recommended the Lou Ruvo Center. In June I left 3 messages to schedule an appointment. No one called me back. I waited 3 weeks. On the 4th try someone answered the phone. The only appointment they could give me was 2 months latter in August. I took the appointment which was supposed to be this Friday & I just received a call that they didn't schedule enough time for me so they have to change my appointment until the end of September. One would think in the 2 months I was waiting for this appointment they would have seen there was not enough time scheduled for my appointment. It gets one to thinking how efficient this place is. Maybe I'm better off that they cancelled my appointment.,1.0
"I understand the negative press Rhino sometimes get, but I love this place! Discovered it more than a year ago when me and a friend were walking around the area and were famished! Needless to say, Rhino did its job! The nachos are amazing, and well layered and oven baked and the price is yet to be rivaled with! I like the relaxed and unpretentious vibe you get here where you can just bring you and your friends or whoever and enjoy good food and conversation. Service is okay. But I come here for food, cosy vibe, and prices. Check it out and be the judge. Tip: if you're not into sports don't come during a big event gets too crowded and the focus isn't on food but drinks, but that's with many other bars too",1.0
"This establishment may be small but it is great.  The food is excellent, everything I have tried so far has been good.  I think I am addicted to there grits.  I could eat them everyday.  They are creamy and just the right consistently.  I have ordered them for breakfast, lunch and dinner.  Yes they are all that.  There yams are die for and the macaroni and cheese is great. The catfish is really good.  For some reason I can just eat the sides.  Love there home fried potatoes.  I just ordered the chicken fried steak and gravy, haven't tried it, but it looks good.  Tomorrow I tackle the chicken wings, I understand there is a special on Thursdays.   Don't forget to try the lemon cake,  you will love it.

I have talked so much about the food but let me mention the service is excellent.  Staff tries really hard to make sure you have everything.  They were busy on Sunday but I was still greeted. with a smile.  It is probably better to order take out.  If it is crowded it can be a challenge to find a seat.  There is seating outdoors when the weather warms up.",1.0
"This place has been around for months now and I was finally able to check it out, even though I live literally down the street.  Over the years that I have lived in the area, though, I've noticed that this location hasn't brought much luck to the tenants. Sofi's is probably the 3rd to take over the spot.  Fingers crossed that they'll be able to establish themselves nicely and as fortunate as say, Fratelli's, which is located at the same plaza and has been an icon at Old Kingston Rd., along with Ted's.

Their menu is quite extensive especially when it comes to tacos, which is nice.  They also do offer more of the Canadian type dishes such as poutine, wings, mac and cheese, which makes this a great place for a group that includes the foodies and the not-so-foodies.  Not only that, you can order from their pretty large specials menu so that your party can try many various dishes.  One thing I must add is that their presentation is beautiful! Makes you feel as though you're in a higher end type of restaurant 

Elotes: A nice start to a meal if you're gangsta enough to be sporting some pieces of corn stuck in yo teef.  The queso fresco was deliciously complimented with the paprika sprinkled on.  I just personally wished that the corn wasn't over-boiled.  I like to have that nice pop and crunch when I eat corn on a cob.  This was a little to mushy to me, but the flavor made up for it.  4.5\/5

Ceviche: Very cute presentation in a martini glass, accompanied by some fried tortilla chips.  Though the presentation was cute, I'd personally rather have the chips on the side since it just gets soggy, unless of course, you eat it right away.  I've also had my share of fresh ceviche, mainly in Costa Rica, but their ingredients were still quite fresh.  I wish they did have more shrimp and scallops in it though, rather than the other garnishes. 4.5\/5

Chicken Nachos: Had just a few bites but it thoroughly enjoyed it.  The chips were nicely cooked and didn't get soggy and kept their crunch.  Jalapeños were very fresh, versus the usual pickled ones.  Serving was also quite generous so it's a perfect appetizer or for a pekish group. 5\/5

Pescado (Fish Tacos): Because they have a pretty large tacos menu, I asked the waitress what they recommend and she recommended the Pescado which was a nice, meaty white fish.  It was nicely battered and not greasy at all.  I'm quite picky with my fish tacos but this I'd definitely order again. 5\/5

Longosta (Lobster Tacos): Whenever there's lobster on the menu, it's a must try.  I'm glad that my friend feels the same way as we happily shared a platter.  We received a pretty good portion of lobster and it also tasted pretty fresh.  Definitely worth trying. 5\/5.",1.0
"The location of this branch is very convenient. The selection of donuts was lacking though. They had pictures of the cheesecake square donuts but had none in stock. The person behind the counter was nice and welcoming. However, they didn't know how to pack the long john donuts and had no problems selling stale donuts.",1.0
"Delicious! The food is amazing and prompt! All the servers do a great job helping each other out and are so polite! Multiple servers were helping us with our order, food, refills, and extra sauces. Out check came out quickly! Did I mention the food was amazing? I tried the Blanco Burger and LOVED it! The guac on the burger was fresh and they gave me extra since I opted out for the cheese. I also strongly recommend the truffle fries! Try this place out sometime! #Enjoy",1.0
"I wouldn't even give this place one star, it should be a -5star.  Managers need to go back to customer service training. I tried to do a move out walk through but the apartment had been broke into so I had to go to the office and deal with Alex, He is the most rudest, unprofessional Manager I have ever encountered.  My advise to you Sir, If you don't want to deal with the public quit your job and find something else.  You looked at me and treated me like I was trailer trash, for your information Alex I am not trailer trash, I live in a nicer place than you manage and I most likely make twice the money you do.  All I was trying to do was give you back your  apartment.  With your paint that cant be washed and carpet that cant be cleaned.   You need a attitude adjustment.",1.0
"I really enjoyed shopping here. I would say that this is a dress store. You go here when you're looking for a dress for a special event - graduation, wedding, special party, something like that. Everything is well organized and quite beautiful. I like the colour-coding method. The dressing rooms are very pretty and have good lighting. I like the sale section in the basement and I found the sales people to be very helpful. I like this area of St. Laurent for clothes shopping as there are several boutiques right near each other. And this is the best one for dresses.",1.0
"We ate here for dinner with the family because we had a gift card. We went on a Friday evening at 6pm. We were told it would be a 35 minute wait but was seated within 10 minutes. At the front they have an open basket of Andes chocolate--my favorite! You start out with warm delicious bread and butter. It tasted so good. My husband ordered the jalapeño smash burger with a side of homemade potato chips and also the shareable side of lobster Mac and cheese. I ordered the centennial special. It was a sirloin steak with a side of white cheddar mash potatoes. It comes with a salad which was dressed with ranch and your choice of a creme Brulee or cheesecake dessert. 

I loved how they have paper as a tablecloth and crayons to draw\/color. It kept my kids entertained. Everything tasted good and was cooked well. The service was good. Our waiter was attentive and friendly. This restaurant met my expectations and I plan to return again",1.0
"NishikaWa has a very decent bowl of ramen. I had a spicy miso which is really good. I've had better Southern California but not bad for a valley option.

The service was prompt and ambience was great when it was early dinner time. I am sure I'll come back here every once and while when I need to fix a ramen craving. Very nice place!",1.0
"4.5 stars. Came here on a Wednesday afternoon for a coffee break. The shop was pretty empty. I ordered a latte and it was made really quickly and beautifully with some latte art on top. $4 for a latte, price is pretty standard. The latte was perfect. Stronger on the espresso side, perfect temperature, milk steamed to a foamy (but not too foamy) perfection! 5 stars for this latte. It was really, really excellent. Decor is nice, kind of Nordic inspired. My only complaint is that they don't take credit cards.",1.0
